GEOID10,CountyCode,CountyName,Food_Desert_Tot_Pop,Food_Desert_Pct_Lowa_Pop,Food_Desert_lowa_Pop,Food_Desert_Pct_Lowi,Food_Desert_Lowi,Food_Desert_Pct_Hunv,Food_Desert_Hunv,Food_Desert_Pct_Kids,Food_Desert_Kids,Food_Desert_Pct_Seniors,Food_Desert_Seniors,Food_Desert_mrfei,Spatial_Measures_grocerystore_Density,Spatial_Measures_fastfood_Density,Spatial_Measures_grocerystore_Distance,Spatial_Measures_fastfood_Distance,Spatial_Measures_Liquor_Density,Spatial_Measures_Liquor_Distance
26099258000,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,2.594376,5.730000,0.519826,0.300000,9.020000,0.280000
26099258100,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,3.260000,0.674814,0.320000,7.220000,0.210000
26099258200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,4.740000,0.949480,0.280000,12.480000,0.200000
26099258300,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.007722,3.340000,0.684846,0.350000,5.250000,0.220000
26099258400,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,0.289627,9.300000,0.785983,0.240000,9.590000,0.190000
26099258500,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.976541,8.640000,0.435992,0.180000,9.550000,0.210000
26099258600,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.545454545,0.076782,11.430000,0.681240,0.180000,9.700000,0.210000
26099258700,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,9.240000,1.042464,0.220000,7.880000,0.220000
26099258800,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.012175,5.230000,0.716590,0.270000,7.470000,0.220000
26099258900,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.342967,9.730000,0.487241,0.180000,10.330000,0.180000
26099260000,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,1.084355,3.700000,0.493966,0.290000,1.190000,0.410000
26099260100,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0.269742,8.380000,0.632999,0.200000,5.990000,0.310000
26099260200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38461538,1.433443,3.150000,0.351299,0.350000,5.490000,0.270000
26099260300,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.287098,1.770000,0.578891,0.450000,2.250000,0.340000
26099260400,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.166666667,0.060625,5.850000,0.730845,0.360000,4.500000,0.330000
26099260600,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,7.900000,1.102800,0.260000,4.600000,0.270000
26099260700,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,3.740000,1.108047,0.280000,6.990000,0.210000
26099260800,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,4.040000,1.103495,0.370000,6.140000,0.260000
26099260900,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,0.937672,4.110000,0.618578,0.370000,6.520000,0.270000
26099261000,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.884929,9.470000,0.562336,0.250000,5.510000,0.250000
26099261100,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555555556,0.930203,5.330000,0.491108,0.240000,7.720000,0.240000
26099261200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.620299,6.180000,0.337185,0.260000,6.430000,0.260000
26099261300,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,0.000000,3.610000,0.764933,0.250000,3.750000,0.250000
26099261400,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,0.179627,5.910000,0.643681,0.310000,5.440000,0.310000
26099261500,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,4.650000,0.967040,0.270000,2.280000,0.310000
26099261600,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,4.560000,1.396633,0.260000,2.770000,0.270000
26099261700,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0.000000,3.700000,1.160316,0.290000,2.620000,0.270000
26099261800,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38461538,0.000000,2.130000,0.883118,0.320000,1.580000,0.360000
26099261900,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52631579,0.000000,4.860000,0.750213,0.290000,4.400000,0.330000
26099262000,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.217787,3.360000,0.606005,0.320000,2.760000,0.310000
26099262100,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.263157895,0.003504,3.620000,0.809920,0.290000,5.470000,0.260000
26099262200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.169652,3.910000,0.630577,0.360000,3.860000,0.300000
26099262300,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,1.732308,8.420000,0.409843,0.220000,6.820000,0.280000
26099262400,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.263157895,0.247814,4.120000,0.713533,0.280000,4.790000,0.280000
26099262500,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,0.363226,2.760000,0.889143,0.400000,4.790000,0.340000
26099262600,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76470588,1.578075,13.130000,0.317632,0.220000,5.310000,0.250000
26099262700,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,0.359140,6.630000,0.578937,0.290000,3.590000,0.290000
26099262800,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.790000,1.339568,0.510000,4.490000,0.220000
26099262900,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0.555389,2.530000,0.618440,0.400000,5.210000,0.200000
26099263200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.435719,15.690000,0.429012,0.190000,10.420000,0.200000
26099263400,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.125749,5.130000,0.778123,0.300000,5.020000,0.220000
26099263500,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04347826,0.014064,6.670000,0.892248,0.250000,5.490000,0.230000
26099263600,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.322262,5.910000,0.553698,0.310000,7.390000,0.200000
26099263700,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52631579,0.725178,5.620000,0.644128,0.260000,6.500000,0.220000
26099263800,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0.558005,9.050000,0.558077,0.180000,11.380000,0.210000
26099263900,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,1.008468,5.600000,0.509010,0.280000,8.130000,0.250000
26099264000,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.000059,1.250000,0.625456,0.380000,5.310000,0.260000
26099264200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.811805,1.580000,0.453348,0.330000,5.170000,0.230000
26099267600,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.260000,1.593464,0.460000,0.790000,0.440000
26099268000,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.545454545,0.000000,3.610000,0.779403,0.290000,6.990000,0.220000
26099268100,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.000000,4.000000,1.113187,0.270000,8.540000,0.200000
26099268200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.110000,1.419598,0.800000,1.400000,0.430000
26099268300,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.902044,6.100000,0.583692,0.300000,8.730000,0.180000
26099268400,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673221,4.150000,0.574362,0.280000,4.580000,0.260000
26099982000,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398908,4.180000,0.811967,0.320000,3.870000,0.280000
26099982100,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,1.866435,1.490000,0.820000,0.670000
26099982200,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,2.380000,0.907312,0.300000,2.670000,0.280000
26099982300,26099,Macomb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118944,3.680000,0.600469,0.300000,5.600000,0.250000
26115830100,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.000000,0.220000,4.290326,1.350000,0.270000,1.280000
26115830200,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.260000,4.406683,1.840000,0.500000,0.850000
26115830300,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.011962,0.090000,2.660372,1.750000,0.460000,0.930000
26115830400,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.059322,0.410000,1.963424,1.130000,0.590000,0.940000
26115830500,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.020000,5.180279,3.030000,0.230000,1.270000
26115830600,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.030000,5.271786,2.230000,0.110000,1.430000
26115830700,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.000000,0.030000,3.757747,3.350000,0.070000,3.010000
26115830800,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0.020570,0.230000,3.235647,2.160000,0.330000,1.870000
26115830900,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.030000,4.672473,3.060000,0.030000,1.490000
26115831000,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.000000,4.268933,2.700000,0.140000,1.250000
26115831100,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,0.076292,0.320000,2.075951,1.250000,0.340000,0.970000
26115831200,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.029289,0.220000,2.325339,1.410000,0.470000,0.920000
26115831300,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.085102,1.000000,1.313896,0.630000,1.210000,0.740000
26115831400,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.35483871,0.356223,3.910000,1.420097,1.100000,2.440000,0.830000
26115831500,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.91891892,1.319623,2.910000,0.385218,0.320000,2.550000,0.280000
26115831600,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,1.674298,3.410000,0.486272,0.350000,4.810000,0.230000
26115831700,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,0.000000,1.230000,1.869255,0.810000,0.930000,0.700000
26115831800,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.000000,2.262394,1.500000,0.770000,1.040000
26115831900,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0.000000,11.390000,0.790113,0.310000,14.870000,0.190000
26115832000,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.244732,1.990000,0.556614,0.400000,7.770000,0.240000
26115832100,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.04761905,0.430251,7.010000,0.410830,0.260000,13.390000,0.170000
26115832200,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.52941176,1.123052,3.690000,0.425930,0.330000,7.080000,0.280000
26115832300,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.66666667,0.171628,0.340000,0.807602,0.680000,4.060000,0.350000
26115832400,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22222222,0.066862,0.370000,1.645047,1.270000,0.470000,0.780000
26115832500,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0.000000,0.930000,2.217528,0.770000,1.310000,0.590000
26115832600,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.000000,4.174218,1.940000,0.480000,0.830000
26115832700,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.000000,4.537559,2.690000,0.060000,1.600000
26115832800,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.050000,5.141709,2.130000,0.150000,1.840000
26115832900,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33333333,0.000000,0.000000,6.391476,3.200000,0.160000,1.680000
26115833000,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.000000,0.070000,4.778956,1.760000,0.140000,1.100000
26115833100,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.007647,0.310000,2.619196,1.910000,0.750000,1.360000
26115833200,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.010623,0.120000,2.012841,1.840000,0.230000,1.430000
26115833300,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.211849,2.310000,0.970592,0.720000,2.040000,0.460000
26115833500,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.079258,0.750000,2.021598,1.020000,1.220000,0.600000
26115833600,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.080000,3.543880,1.720000,0.550000,0.810000
26115833700,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.150000,5.599932,1.410000,0.450000,1.070000
26115833800,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.084262,0.810000,1.353395,0.720000,0.850000,0.620000
26115833900,26115,Monroe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.000000,0.800000,2.209609,0.680000,0.920000,0.520000
26125120000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33333333,0.000000,0.050000,5.664624,2.840000,0.190000,1.220000
26125120300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.000000,4.494162,3.470000,0.290000,0.870000
26125121000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38461538,0.033885,0.110000,2.101323,1.930000,0.310000,1.170000
26125121400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.054659,0.170000,2.349464,1.950000,0.280000,1.540000
26125121500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.000000,3.750000,1.306365,0.400000,8.470000,0.390000
26125121700,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.380000,2.146947,1.520000,0.180000,1.530000
26125121800,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.720000,2.414640,1.300000,0.400000,0.880000
26125122200,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.000087,0.010000,3.353238,2.860000,0.000000,2.630000
26125122400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0.000000,0.110000,4.329197,1.740000,0.050000,1.780000
26125122700,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.700000,2.836091,0.820000,1.120000,0.980000
26125122900,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.028327,1.340000,1.280635,0.740000,1.650000,0.750000
26125123000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.003478,0.000000,3.179563,2.600000,0.310000,1.320000
26125123100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.079618,0.110000,1.869749,1.820000,0.170000,1.560000
26125124000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.000000,2.736617,1.930000,0.120000,1.170000
26125124500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.328208,2.950000,0.932168,0.460000,5.580000,0.440000
26125125000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,3.527017,2.370000,0.000000,2.290000
26125125600,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,4.553540,3.770000,0.000000,2.620000
26125126200,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.046740,0.070000,1.370664,1.070000,0.640000,1.040000
26125126300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.196698,0.950000,0.952384,0.770000,1.250000,0.580000
26125126400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.150000,2.056603,1.380000,0.230000,1.070000
26125126500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.010000,3.010935,3.000000,0.050000,1.380000
26125127000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.220000,3.734334,0.910000,0.460000,0.720000
26125127100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.410000,3.030991,0.880000,0.530000,1.100000
26125127200,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0.052225,1.580000,0.983868,0.550000,3.570000,0.430000
26125127300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38461538,0.514094,2.740000,0.718196,0.450000,3.050000,0.390000
26125127400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.000000,0.630000,0.826371,0.600000,2.510000,0.380000
26125127500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,0.034432,3.200000,1.057754,0.420000,2.780000,0.420000
26125127600,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.960000,1.944583,0.590000,0.660000,0.700000
26125127700,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0.321746,2.340000,1.018608,0.540000,2.200000,0.460000
26125128000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.389053,1.190000,0.957851,0.750000,1.320000,0.460000
26125128100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33333333,0.037657,0.450000,1.405288,0.960000,0.810000,0.540000
26125128200,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.000000,0.730000,3.011081,0.910000,0.740000,0.550000
26125128300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.000000,2.520000,1.849190,0.580000,2.420000,0.530000
26125128400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.019706,0.500000,2.046705,0.990000,0.600000,0.670000
26125128500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,4.370000,1.407119,0.500000,6.410000,0.340000
26125128600,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.080000,3.204201,1.180000,0.280000,0.670000
26125128700,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.000000,0.830000,3.144426,0.680000,0.620000,0.590000
26125128800,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.53846154,0.233319,3.240000,1.002809,0.460000,2.670000,0.410000
26125128900,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,1.080000,1.920675,0.660000,0.900000,0.630000
26125129000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0.245272,9.300000,0.658772,0.320000,7.550000,0.260000
26125130000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.135345,0.600000,1.485571,1.110000,0.520000,0.990000
26125130100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0.135264,0.680000,1.548060,1.760000,0.520000,1.010000
26125130200,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.66666667,0.215577,0.070000,0.867950,1.750000,0.730000,0.690000
26125130300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.000085,0.150000,1.825387,1.650000,0.390000,0.740000
26125130400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,1.820000,0.937181,0.480000,1.860000,0.370000
26125130500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.252917,1.290000,1.122977,0.980000,1.230000,0.760000
26125130600,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33333333,0.000000,0.100000,1.860013,0.960000,0.950000,0.630000
26125130700,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0.000000,1.650000,1.919490,0.450000,1.540000,0.420000
26125131100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.33333333,0.000000,0.660000,1.618460,0.650000,0.960000,0.530000
26125131300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.008661,0.720000,1.806334,1.170000,0.850000,0.970000
26125131400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,1.240000,1.431399,1.180000,1.500000,0.590000
26125131500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,0.000000,2.050411,1.730000,1.160000,0.650000
26125131600,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.000000,3.071157,1.780000,0.100000,1.450000
26125131800,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,0.143243,0.550000,1.552879,1.150000,0.740000,0.800000
26125132100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.66666667,0.000000,0.020000,1.852057,1.360000,0.130000,1.230000
26125132500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857,0.916754,2.350000,0.617538,0.480000,8.190000,0.330000
26125132600,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.000000,0.090000,2.375521,1.510000,0.120000,1.280000
26125132700,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.699405,5.860000,0.685502,0.300000,9.020000,0.270000
26125133001,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,1.800000,1.911599,0.610000,0.540000,0.640000
26125133002,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.830000,1.605410,0.680000,1.630000,0.430000
26125133003,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.252133,4.030000,0.764326,0.440000,3.420000,0.400000
26125133100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25641026,0.240139,3.600000,0.856065,0.400000,2.500000,0.480000
26125134000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.165402,3.260000,1.521269,0.530000,5.120000,0.570000
26125134300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.000000,2.080000,2.319129,0.600000,2.060000,0.420000
26125134400,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.375206,3.240000,1.008886,0.570000,1.990000,0.410000
26125134500,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.418792,1.530000,0.914318,0.790000,1.990000,0.410000
26125134600,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38461538,0.000000,0.420000,1.379830,0.710000,1.930000,0.420000
26125134700,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38461538,0.248550,7.080000,0.687790,0.380000,4.450000,0.330000
26125134800,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,1.470586,6.530000,0.499639,0.310000,4.430000,0.310000
26125134900,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76470588,0.566341,5.060000,0.616666,0.260000,6.250000,0.220000
26125135000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.530000,2.619644,0.550000,2.550000,0.450000
26125135100,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.300000,2.848187,1.230000,0.310000,0.910000
26125135200,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129052,1.360000,1.173891,0.500000,2.340000,0.340000
26125135300,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000000,0.080000,2.674325,1.740000,0.640000,0.700000
26125136000,26125,Oakland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0.000000,3.940000,1.220133,0.550000,2.450000,0.470000
