GEOID10,CountyCode,CountyName,Food_Desert_Tot_Pop,Food_Desert_Pct_Lowa_Pop,Food_Desert_lowa_Pop,Food_Desert_Pct_Lowi,Food_Desert_Lowi,Food_Desert_Pct_Hunv,Food_Desert_Hunv,Food_Desert_Pct_Kids,Food_Desert_Kids,Food_Desert_Pct_Seniors,Food_Desert_Seniors,Food_Desert_mrfei,Spatial_Measures_grocerystore_Density,Spatial_Measures_fastfood_Density,Spatial_Measures_grocerystore_Distance,Spatial_Measures_fastfood_Distance,Spatial_Measures_Liquor_Density,Spatial_Measures_Liquor_Distance
26163526200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.52,0.862871,0.44,12.33,0.16
26163526300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.263157895,0.003797,0.65,0.539738,0.43,15.42,0.15
26163526400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,2.848538,3.5,0.30374,0.22,8.08,0.15
26163526500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0.653248,1.35,0.524862,0.36,3.79,0.23
26163527200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0.837932,0.47,4.39,0.21
26163527300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.720941,0.59,4.86,0.2
26163530100,26163,Wayne,4172,100,4172,21.8,905,21.7,349,29.7,1240,15.5,646,0,0,0,0.979787,0.61,4.51,0.22
26163530200,26163,Wayne,5228,56.5,2954,12.8,575,13.2,212,16,836,9.5,499,5.555555556,0,5.68,0.818733,0.32,4.89,0.2
26163530300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.657169,1.31,0.545373,0.46,3.23,0.28
26163530400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555555556,0.618466,17.06,0.358674,0.11,7.36,0.15
26163530500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0,2.99,0.62603,0.28,5.29,0.22
26163530800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0,7.38,0.767439,0.22,5.3,0.21
26163530900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.020245,0.41,0.389644,0.46,4.27,0.28
26163531100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.053503,1.45,0.49622,0.33,6.32,0.17
26163531200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0,0.35,0.574322,0.52,1.14,0.36
26163531300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.750469,0.6,4.51,0.21
26163531400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,2.51828,0,0.290805,0.67,4.96,0.18
26163531500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.485697,9.97,0.333695,0.3,8.49,0.2
26163531600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.695652174,1.274178,14.45,0.31416,0.19,11.22,0.15
26163531700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555555556,0.273916,4.39,0.519841,0.28,7.01,0.22
26163531800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,0.446704,5.76,0.478821,0.25,10.77,0.14
26163531900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.09,0.801279,0.37,4.8,0.22
26163532200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.544888,2.02,0.454917,0.38,4.09,0.2
26163532300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0,1.58,0.67909,0.34,2.44,0.23
26163532400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0,4.68,0.831921,0.19,4.15,0.19
26163532600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.38461538,0.02223,8.81,0.548916,0.25,2.4,0.28
26163532700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857,0.77283,0,0.367344,0.54,0.16,0.43
26163533000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0.172745,0.01,0.481123,0.51,2.04,0.29
26163533100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,3.273112,1.17,0.257796,0.36,3.55,0.28
26163533200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0,3.07,0.701824,0.24,6.31,0.19
26163533300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0,0.01,0.828841,0.47,6.44,0.18
26163533400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52631579,0,2.87,1.020862,0.26,16.08,0.14
26163533500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0,3.8,1.136548,0.25,6,0.19
26163533600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.9,1.007182,0.4,6.38,0.2
26163533700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,0,0.98,0.873432,0.33,6.17,0.19
26163533900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.02,0.898719,0.15,17.29,0.16
26163534100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0,6.73,1.019794,0.24,8.99,0.15
26163534200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.347826087,0.030319,2.15,0.820972,0.34,2.07,0.31
26163534300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.00754,4.51,0.669555,0.24,8.83,0.17
26163534400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.58,0.782058,0.24,9.84,0.14
26163534500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0,1.37,0.836406,0.35,7.62,0.16
26163534600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.9,0.711296,0.37,3.88,0.23
26163534700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,1.215266,6.64,0.349325,0.2,8.65,0.15
26163535000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,0.498895,1.57,0.611488,0.31,4.8,0.19
26163535100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.47,0.769471,0.32,4.97,0.21
26163535200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,1.777972,0.51,0.370116,0.4,3.29,0.25
26163535300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1.343532,3.56,0.349804,0.34,8.37,0.21
26163535400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76470588,0,4.47,0.723913,0.2,5.72,0.23
26163535500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.04761905,0,2.92,0.700044,0.26,5.01,0.23
26163535600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1.312828,0.37,0.358607,0.39,3.45,0.25
26163535700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.69186,6.35,0.407524,0.2,7.61,0.16
26163536100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,4.7,0.708846,0.31,6.31,0.2
26163536200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.761904762,1.448839,8.97,0.380867,0.23,5.09,0.23
26163536300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.545454545,0,3.32,0.879942,0.35,3.73,0.24
26163536400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.166666667,0.361459,1.74,0.614368,0.34,3.31,0.27
26163536500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.628735,3.99,0.563023,0.3,4.17,0.23
26163536600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0,0.6,0.731631,0.44,4.9,0.21
26163536700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.56,0.747263,0.24,4.09,0.21
26163536800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.000384,7.61,0.702751,0.18,6.11,0.17
26163536900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.013,7.23,0.549109,0.18,14.56,0.13
26163537000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,1.457886,5.29,0.375689,0.18,8.66,0.16
26163537100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,2.468725,3.13,0.2735,0.31,6.73,0.18
26163537200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1.663148,2.09,0.283528,0.33,3.62,0.2
26163537300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,0.336041,7.46,0.522533,0.29,5.82,0.26
26163537500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.316126,0,0.400875,0.54,7.33,0.16
26163537600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.642434,1.6,0.4747,0.35,6.14,0.17
26163537700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.78947368,0.029684,1.92,0.590538,0.37,7.6,0.2
26163537800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.78947368,1.183675,4.24,0.430171,0.3,2.69,0.26
26163538100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.020427,2.4,0.67345,0.27,2.64,0.36
26163538200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.56,0.783013,0.38,4.17,0.31
26163538300,26163,Wayne,3458,70.1,2425,19.8,684,26.5,490,15.4,531,3,104,0,0,1.62,0.919321,0.36,3.39,0.26
26163538400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555555556,1.165545,7.58,0.375255,0.19,4.8,0.24
26163538500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.523809524,0.693854,4.08,0.481844,0.29,6.55,0.21
26163538600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,0.131408,6.56,0.635593,0.18,2.97,0.26
26163538700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,1.129636,5.94,0.527068,0.23,6.76,0.2
26163538800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.8,0.881464,0.3,6.1,0.26
26163538900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.41,0.84114,0.29,5.03,0.26
26163539000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,0.407932,3.82,0.569152,0.31,6.56,0.24
26163539100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,0.149991,2.27,0.488473,0.31,5.4,0.24
26163539200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.06,0.834745,0.32,4.05,0.25
26163539300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555555556,0,5.19,0.753706,0.36,2.52,0.3
26163539400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.347826087,0.131264,3.73,0.646704,0.37,6.35,0.2
26163539500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,0.000015,3.41,0.665767,0.33,7.24,0.24
26163539600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.545454545,1.331775,4.71,0.372477,0.31,6.87,0.23
26163539700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,1.496272,4.98,0.357958,0.27,7.48,0.22
26163540100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.26,0.713644,0.36,2.42,0.28
26163540200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0,1.32,0.742976,0.37,7.61,0.24
26163540300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52631579,0.034697,0.88,0.525502,0.37,6.22,0.25
26163540400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.66666667,1.441575,3.93,0.433502,0.27,5.74,0.23
26163540500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555555556,0.505044,4.1,0.464055,0.22,5.76,0.23
26163540600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.761904762,0,2.88,0.880601,0.29,4.15,0.27
26163540700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,4.39,0.812646,0.28,5.37,0.27
26163540800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,0.666913,1.68,0.415121,0.4,5.47,0.26
26163540900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.523809524,0,6.69,0.718479,0.25,7.79,0.24
26163541000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.761904762,0,0.95,0.99239,0.47,6.82,0.26
26163541100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.761904762,0,0.75,0.804973,0.39,5.11,0.31
26163541200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,1.153869,5.13,0.491688,0.4,7.86,0.22
26163541300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0,8.56,1.093557,0.18,11.77,0.16
26163541400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,0.253602,5.89,0.754342,0.29,3.74,0.28
26163541500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.9464,4.61,0.519457,0.4,3.55,0.29
26163541700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.000865,1.54,0.708843,0.38,4.82,0.29
26163541800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.692307692,0,2.22,0.79838,0.47,6.29,0.25
26163542100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0.851867,1.64,0.444327,0.43,6.2,0.2
26163542200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.523809524,0.478778,2.84,0.470777,0.44,4.34,0.21
26163542300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.523809524,0,12.21,0.751877,0.17,14.78,0.11
26163542400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0,9.27,0.644639,0.2,13.33,0.14
26163542500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76470588,1.021208,5.25,0.42639,0.36,5.47,0.19
26163542600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,1.049123,1.92,0.468269,0.49,8.17,0.19
26163542700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.030235,1.53,0.661747,0.43,4.65,0.3
26163542800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.333333333,0.023042,0.17,0.580277,0.5,4.37,0.28
26163542900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,2.496929,6.24,0.373633,0.32,4.26,0.3
26163543000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.347826087,2.087449,9.82,0.389375,0.21,6.82,0.21
26163543100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.52631579,0,3.07,0.676039,0.25,4.59,0.21
26163543200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.555555556,2.32251,5.94,0.359484,0.21,2.9,0.31
26163543400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.87,0.699337,0.34,1.79,0.34
26163543500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.86,0.599408,0.29,2.17,0.3
26163543600,26163,Wayne,3254,100,3254,42.7,1369,36.4,359,43.3,1410,4.7,154,0,0,2.04,1.060129,0.3,2.93,0.24
26163543700,26163,Wayne,3445,100,3445,50.1,1700,28.4,296,44.6,1537,3.8,132,0,0,2.17,1.032495,0.34,3.86,0.3
26163543800,26163,Wayne,2152,100,2152,32.6,712,15.9,120,38.1,819,5.5,119,0,0,0,1.36918,0.69,2.79,0.24
26163543900,26163,Wayne,1511,100,1511,31.3,460,19,119,31.9,482,5.4,82,0,0,0,0.90362,0.61,0.76,0.36
26163544000,26163,Wayne,2735,100,2735,12,325,4.1,48,26.1,715,7,192,0,0,2.09,1.399256,0.35,0.26,0.46
26163544100,26163,Wayne,2707,100,2707,12.5,317,10.2,113,31,839,4.8,129,0,0,1.33,1.51442,0.37,4.28,0.3
26163544200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0.185265,1.71,0.585479,0.35,2.44,0.33
26163544300,26163,Wayne,3352,38.4,1287,11.5,384,6.1,83,12.1,405,2,68,0,0,2.49,1.092917,0.27,8.26,0.22
26163545100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76470588,0,4.55,0.662064,0.25,5.61,0.22
26163545200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,5.91,0.782841,0.22,7.03,0.21
26163545300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,2.53,1.040466,0.28,7.94,0.22
26163545400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.24137931,0,3.67,1.291851,0.24,4.5,0.25
26163545500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.18181818,0,7.19,1.111718,0.25,9.78,0.22
26163545600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.875,0,7.54,0.674109,0.24,12.37,0.21
26163545700,26163,Wayne,2661,100,2661,14,366,8.2,88,27,719,13,345,12.5,0,4.94,0.803153,0.29,11.77,0.19
26163545800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.64,1.028373,0.24,7.87,0.18
26163545900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.24,0.961881,0.28,7.15,0.23
26163546000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.0518,4.42,0.706617,0.25,7.4,0.22
26163546100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,1.193283,2.44,0.487279,0.33,6.86,0.22
26163546200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.59,0.984046,0.51,2.77,0.36
26163546300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.97,0.775089,0.51,1.48,0.33
26163546400,26163,Wayne,1738,100,1738,23.8,402,18.6,101,37.3,649,4.9,86,0,1.518723,1.54,0.322163,0.35,5.57,0.25
26163546500,26163,Wayne,2591,32.4,839,4.7,119,3.4,36,8.5,219,3.4,89,11.11111111,2.438481,1.24,0.277225,0.36,5.19,0.21
26163546600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,1.337282,0.91,0.345297,0.4,9.42,0.19
26163546700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0.035841,4.31,0.727166,0.24,7.98,0.21
26163546800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.001158,1.52,0.608852,0.32,4.98,0.24
26163546900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0,4.94,0.854891,0.28,4.94,0.25
26163550100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,1.38,1.34901,0.47,2.2,0.39
26163550200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.090909091,0,5.98,1.098547,0.23,18.81,0.18
26163550300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.433714,1.3,0.513598,0.44,3.78,0.32
26163550400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4.482321,16.12,0.335492,0.28,25.86,0.17
26163550500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.954978,4.48,0.374807,0.25,3.32,0.27
26163550600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.505007,3.92,0.723787,0.5,5.57,0.35
26163550700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75,0.550465,4.91,0.559489,0.41,7.23,0.34
26163550800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0,3.09,1.093866,0.69,3.88,0.27
26163550900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.399148,1.38,0.86,0.43
26163551100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.426575,1.04,0.819183,0.63,4.49,0.27
26163551200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.666666667,0.573765,7.47,0.498309,0.22,9.84,0.19
26163551300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,1.703497,6.04,0.388811,0.31,8.32,0.22
26163551400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.263157895,1.352108,9.39,0.376825,0.24,4.58,0.29
26163551500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857,0.400986,0.65,0.52903,0.4,2.4,0.4
26163551600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857,1.339523,3.49,0.398766,0.44,5.72,0.36
26163551700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.917037,0.9,0.54,0.44
26163551800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.142857143,0.002258,8.75,0.56667,0.25,9.34,0.25
26163552000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.255319149,1.984529,16.75,0.298182,0.13,48.09,0.1
26163552100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,0.000826,4.88,0.635213,0.26,29.54,0.15
26163552200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.81081081,0.113966,10.93,0.456959,0.17,30.25,0.13
26163552300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.523809524,3.079298,22.35,0.236398,0.11,59.35,0.07
26163552400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.703703704,0.527854,7.01,0.410331,0.21,13.14,0.18
26163552800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35078,8.85,0.416952,0.24,11.91,0.29
26163553000,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.78947368,1.695615,4.17,0.386442,0.29,6.03,0.32
26163553100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.365193,2.33,0.482067,0.31,8.13,0.2
26163553200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.77,0.770894,0.41,8.54,0.21
26163553300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.703703,0.47,6.07,0.17
26163553400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76470588,2.189078,9.18,0.338269,0.24,10.65,0.17
26163553600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.28571429,0.486711,2.74,0.551302,0.41,2.27,0.37
26163553800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.33333333,1.071702,4.42,0.424309,0.29,7.56,0.16
26163554100,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.263157895,1.370766,5.88,0.463349,0.29,7.68,0.2
26163554200,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.882352941,1.387342,6.36,0.509792,0.19,11.47,0.19
26163554300,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.22222222,0.245835,3,0.599019,0.3,4.24,0.29
26163554400,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,0,2.29,0.844337,0.29,7.42,0.26
26163554500,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.15,1.453244,0.28,9.33,0.2
26163554600,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.048977,3.46,0.842304,0.39,3.36,0.33
26163554700,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.11111111,0,1.25,1.438131,0.55,3.72,0.28
26163554800,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.92,1.855575,0.36,5.03,0.33
26163554900,26163,Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.3,1.406398,0.53,1.85,0.49
